STRUCTURE_SMILES,ActivityOutcome_CPDBAS_MultiCellCall
C1(=CC(=C(C(=C1)N)C)N).[H]Cl.[H]Cl,non-carcinogenic
CC(C1=CC(=C(C=C1O)C)SC2=CC(=C(C=C2C)O)C(C)(C)C)(C)C,non-carcinogenic
N1C(N(CC(C1=O)C)N=O)=O,non-carcinogenic
N1C(=NC2=C1C=CC=C2)C3=CSC=N3,non-carcinogenic
OC1=C(C=C(C=C1SC2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,non-carcinogenic
OCC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4,non-carcinogenic
O=C1C2=C(C=C(C=C2O)O)OC(=C1O)C3=CC=C(C=C3)O,non-carcinogenic
O=C(CN1C(=O)CCC1)NC2=C(C=CC=C2C)C,non-carcinogenic
CC1CC(OC(O1)C)OC(=O)C,non-carcinogenic
ClC1=C(C=CC(=C1)NC(=O)N(C)C)Cl,non-carcinogenic
O=C(COC1=C(Cl)C=C(Cl)C=C1)OCC(CC)CCCC,non-carcinogenic
O=C(CC(/C=C/C2=CC=C(O)C(OC)=C2)=O)/C=C/C1=CC=C(O)C(OC)=C1,non-carcinogenic
O[C@H]1[C@@H](NC(CO)CO)C[C@](O)(CO)[C@@H](O)[C@@H]1O,non-carcinogenic
OC=1[C@H](OC(=O)C=1O)[C@@H](O)CO,non-carcinogenic
O[C@H]([C@@H]2O)[C@@H](O[C@@H]2CO)N1C(N=CN=C3NC)=C3N=C1,non-carcinogenic
C=CC1=CC=C(C=C1)C,non-carcinogenic
Clc1c([N+]([O-])=O)c(Cl)c(Cl)c(OC)c1Cl,non-carcinogenic
ClC1=C(C=CC(=C1)Cl)OCC(=O)OCCCC,non-carcinogenic
NC(=O)C1=CC=CN=C1,non-carcinogenic
ClC1=C(C=CC(=C1)N)C,non-carcinogenic
O=C(O)COC1=C(C)C=C(Cl)C=C1,non-carcinogenic
C[C@@H]3O[C@]1(CS3)C2CCN(CC2)C1.C[C@@H]6O[C@]4(CS6)C5CCN(CC5)C4.O.Cl.Cl,non-carcinogenic
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O.[H]Cl,non-carcinogenic
FC(F)(Cl)Cl,non-carcinogenic
ClC1=C(Cl)N=C(C(O)=O)C(Cl)=C1N,non-carcinogenic
O=P(OC2=CC=C(C)C=C2)(OC3=CC=C(C)C=C3)OC1=CC=C(C)C=C1,non-carcinogenic
ClC1=C(Cl)C=CC([C@H]2C3=C(C=CC=C3)[C@@H](NC)CC2)=C1.Cl,non-carcinogenic
C(C(=O)[O-])(O[Ti](OC(C(=O)[O-])=O)=O)=O.[K+].[K+],non-carcinogenic
C1(=C(C=CC(=C1)[C@H](CN[C@@H](CCC2=CC=CC=C2)C)O)O)C(N)=O.[H]Cl,non-carcinogenic
CN(CCC2)[C@@H]2[C@]1=CN=CC=C1,non-carcinogenic
O=C(C1=C(C=CC=C1)C(=O)OCC=C)OCC=C,non-carcinogenic
[Na+].[O-]Cl=O,non-carcinogenic
N(=C(C=1)C)N(C(C)C)C=1OC(=O)N(C)C,non-carcinogenic
C1([C@H](CNC)O)(=CC(=CC=C1)O).[H]Cl,non-carcinogenic
O=C(C2=CC=CC=C2)S\C(CCOC(C3=CC=CC=C3)=O)=C(C)/N(C=O)CC1=CN=C(C)N=C1N.Cl,non-carcinogenic
ClCl,non-carcinogenic
O=C(C1=CC=CC=C1)CCl,non-carcinogenic
ClC1=CC=CC=C1C=C(C#N)C#N,non-carcinogenic
O=C(C1=CC=CC=C1)OOC(=O)C2=CC=CC=C2,non-carcinogenic
CC(C)(CO)CCCCCCC(C)(C)CO,non-carcinogenic
O=C(O[C@H](CC)C(/C=C(C)/C=C/C4=O)CO[C@H](O[C@H](C)[C@H]2O)[C@H](OC)[C@@H]2OC)C[C@@H](O)[C@H](C)[C@H]([C@@H](CC=O)C[C@H]4C)O[C@H]1[C@H](O)[C@@H](N(C)C)[C@H](O[C@H](O[C@@H](C)[C@@H]3O)C[C@@]3(C)O)[C@@H](C)O1.OC(C)C(O)=O,non-carcinogenic
C[N+](CCCCCCCCCCCC)(C)[O-],non-carcinogenic
O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2,non-carcinogenic
O=C(O)CC[C@@H](C)[C@]3([H])[C@](CC2)(C)[C@](CC3)([H])[C@@](CC4)([H])[C@@]2([H])[C@]1(C)[C@@]4([H])C[C@H](O)CC1,non-carcinogenic
O=C(O)\C=C/C(O)=O.O=C(NC3CC(N4C)CCC4C3)C1=C2C(CC(C)(C)O2)=CC(Cl)=C1,non-carcinogenic
ClC1=C(C=CC(=C1)Cl)O,non-carcinogenic
C/C=C/C1=CC2=C(C=C1)OCO2,non-carcinogenic
O=C(NN)OC,non-carcinogenic
ClC4=C(C=CC=C4)C2=NC(C)C1=NN=C(C)N1C3=C2C=C(CCC5=CC=C(CC(C)C)C=C5)S3,non-carcinogenic
C1(C=CC=CN=1)CCl.Cl,non-carcinogenic
C1(=CC=C2C(=C1)N(C(\N=C/2C3=CC=CC=C3)=O)C(C)C)C,non-carcinogenic
O=C(O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C2=O)[C@H](C)[C@@H](O[C@H]3C[C@](OC)(C)[C@@H](O)[C@H](C)O3)[C@H](C)[C@H]([C@@](O)(C)C[C@H]2C)O[C@H]1[C@H](O)[C@@H]([N@H+](C)C)C[C@@H](C)O1.[O-]C(CCCCCCCCCCCCCCCCC)=O,non-carcinogenic
P,non-carcinogenic
CC(C)NCC(O)COC1(=CC=C(C=C1)CC(=O)N).[H]Cl,non-carcinogenic
O=C(O)Cc1ccc(cc1)NC(C)=O,non-carcinogenic
S=C(N(C)C)S[Bi](SC(=S)N(C)C)SC(=S)N(C)C,non-carcinogenic
O=C(O[C@@H]1[C@@](O[C@@H](O[C@H](COC(C)=O)[C@H]2OC(C(C)C)=O)[C@H](OC(C(C)C)=O)[C@H]2OC(C(C)C)=O)(COC(C)=O)O[C@H](COC(C(C)C)=O)[C@H]1OC(C(C)C)=O)C(C)C,non-carcinogenic
CC3=CC=C(C=C3)\C(C2=CC=CC=N2)=C/CN1CCCC1.O.Cl,non-carcinogenic
C=C(F)F,non-carcinogenic
C=C/C=N/O,non-carcinogenic
FC(F)Cl,non-carcinogenic
O[C@H]1[C@@H]([C@H](O)CO)O[C@H]2[C@@H]1O[C@@H]([C@@](Cl)(Cl)Cl)O2,non-carcinogenic
C\1=C/C(O[C@@H](C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]3O[C@](C[C@H](C[C@H]2O[C@H]/12)O)(C[C@@H]([C@H]3C(O)=O)O)O)O[C@@H]4O[C@@H]([C@H]([C@@H]([C@@H]4O)N)O)C)C)=O,non-carcinogenic
ClC1=C(C=CC(=C1)Cl)OCC(=O)O,non-carcinogenic
O=C(N1)N(C2OCCC2)C=C(F)C1=O,non-carcinogenic
C=CC(OCC)OCC,non-carcinogenic
O=C(NC1=CC=CC(=C1)Cl)OC(C)C,non-carcinogenic
O=C(NC1=CC=CC(=C1)C(F)(F)F)N(C)C,non-carcinogenic
ClC1=C(C=C(C=C1)Cl)OC(C(=O)O)C,non-carcinogenic
C1(=C(C=CC(=C1)CCNC)OC(C(C)C)=O)OC(C(C)C)=O.[H]Cl,non-carcinogenic
CC2(C)CCCC(\C)=C2\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(/C)CCCC1(C)C,non-carcinogenic
CC([N+](=O)[O-])C,non-carcinogenic
C/C=C/C1=CC=C(C=C1)OC,non-carcinogenic
C=CCCl,non-carcinogenic
C1(=CC(=CC=C1N)N).[H]Cl.[H]Cl,non-carcinogenic
O=S(C1=CC=C2C(C=CC(O)=C2\N=N/C3=CC=C(S(=O)([O-])=O)C=C3)=C1)([O-])=O.[Na+].[Na+],non-carcinogenic
CC1=CC=CC=C1OCC(O)CNCCN2/C=C(/C)C(=O)NC2=O.[H]Cl,non-carcinogenic
O=C(N(CCCC)CC)SCCC,non-carcinogenic
ClC1=CC2=C(C=C1)OC3=C(C=CC(=C3)Cl)O2,non-carcinogenic
O=[C@]([C@@H]1C[C@@H](O)CN1N=O)O,non-carcinogenic
Cl[Mg]Cl.O.O.O.O.O.O,non-carcinogenic
C1(=CC=C(N)C=C1)OC.[H]Cl,non-carcinogenic
ClC1=NC(=NC(=N1)NC(C)C)NC(C)C,non-carcinogenic
[Na+].CN(C)c1ccc(/N=N/S([O-])(=O)=O)cc1,non-carcinogenic
O=[N+](C1=CC(=C(C=C1)N)N)[O-],non-carcinogenic
ClC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,non-carcinogenic
CC1=CC=CC2=CC=CN=C12,non-carcinogenic
O=[N+](C1=CC(=C(C(=C1)Cl)N)Cl)[O-],non-carcinogenic
O=[N+](C1=C2C(=CC=C1)C=CC=C2)[O-],non-carcinogenic
OC(CN(C1=CC=C(N=N1)NN)C)C.Cl.Cl,non-carcinogenic
O=[N+](C1=CC(=C(C=C1)C(=O)O)N)[O-],non-carcinogenic
O=C(O[C@@H]2C[C@@H](CC3)N(C)[C@H]3C2)C(CO)C1=CC=CC=C1,non-carcinogenic
O[C@@H]1C2[C@@]34C5=C(C=CC(=C5O2)OC)CC(C3C=C1)N(C)CC4,non-carcinogenic
O=C(OC)C1=C(C)NC(C)=C(C(OCCC3=CC=C(N4CCN(C(C6=CC=CC=C6)C5=CC=CC=C5)CC4)C=C3)=O)C1C2=CC([N+]([O-])=O)=CC=C2.Cl.Cl,non-carcinogenic
O[C@@H]8[C@@H](O)[C@@H]1O[C@H](CO)[C@H]8O[C@H]7O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O1)[C@H](O)[C@H]2O)[C@H](O)[C@H]3O)[C@H](O)[C@H]4O)[C@H](O)[C@H]5O)[C,non-carcinogenic
[Na+].[O-]S(=O)(=O)c4ccc(c1c3cc(C)c(cc3[o+]c2cc(c(C)cc12)N(CC)CC)N(CC)CC)c(c4)S([O-])(=O)=O,non-carcinogenic
O[As](O)(C)=O,non-carcinogenic
C1(C(COCCOC(=O)CCCCCCCC=CCCCCCCCC)OCCO)OC(OCCO)CC1OCCO,non-carcinogenic
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,non-carcinogenic
C([O-])(=O)CN(CC(=O)O)CCN(CC([O-])=O)CC([O-])=O.[Na+].[Na+].[Na+].[H]O[H].[H]O[H].[H]O[H],non-carcinogenic
O[C@H]1[C@H](O[C@H](CO)[C@@H](O)[C@@H]1O)O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O,non-carcinogenic
OC1=CC=C(C=C1)C2=CC=CC=C2,non-carcinogenic
CC(OC1=CC=C(C=C1)NC2=CC=CC=C2)C,non-carcinogenic
O[C@H]1[C@H](OC[C@H]2O[C@@H](OC(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)O3)=O)=O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,non-carcinogenic
ClC1=NC(=NC(=N1)NCC)NCC,non-carcinogenic
C1(C(=CC=C(C=1)NC(C(C)=C)=O)Cl)Cl,non-carcinogenic
ClC1=NC(=NC(=N1)NC2=CC=CC=C2Cl)Cl,non-carcinogenic
ClC1=CC(=CC=C1OCC(=O)OC(C)C)Cl,non-carcinogenic
O=C(C)NCCSP(=S)(OC)OC,non-carcinogenic
C1(=N\CCN/1)C(C)OC2C(=CC=CC=2Cl)Cl.[H]Cl,non-carcinogenic
N(N(CC(F)(F)F)CC(F)(F)F)=O,non-carcinogenic
O=C(C(C1=CC=C(C=C1)Cl)C(C)C)OC(C2=CC=CC(=C2)OC3=CC=CC=C3)C#N,non-carcinogenic
ClC1=CC(=C(C=C1SC2=CC=C(C=C2)Cl)Cl)Cl,non-carcinogenic
O=S([N-]C1=O)(OC(C)=C1)=O.[K+],non-carcinogenic
ClC1=CC(Cl)=C(/N=N/C(C(=O)NC2=C(C=C(C3=CC(C)=C(NC(=O)C(/N=N/C4=C(Cl)C=C(Cl)C=C4)C(=O)C)C=C3)C=C2)C)C(=O)C)C=C1,non-carcinogenic
O=C(C(=NOC(=O)NC)SC)N(C)C,non-carcinogenic
O=C(C(=C)C)OC,non-carcinogenic
C(C\C=C/CCCCCCCC)CCCCCC(=O)[O-].[Na+],non-carcinogenic
O=C(C(SP(=S)(OC)OC)CC(=O)OCC)OCC,non-carcinogenic
ClC1=CC(=C(C=C1C2=C(C=C(C(=C2)Cl)N)Cl)Cl)N,non-carcinogenic
OC1=C(C=C(C=C1C(C)(C)C)C)CC2=CC(=CC(=C2O)C(C)(C)C)C,non-carcinogenic
O=S1(=O)C2=C(C=C(C(=C2)S(=O)(=O)N)Cl)NCN1,non-carcinogenic
O=C(C(C1=CC=CC=C1)(C2=CC=CC=C2)CC(N(C)C)C)CC.[H]Cl,non-carcinogenic
O=C(C(SP(=O)(OC)OC)CC(=O)OCC)OCC,non-carcinogenic
O=C(C(O)(C2=CC=CC=C2)C1CCCCC1)OC(C)(C)C#CCN(CC)CC.O.Cl,non-carcinogenic
O=C([O-])C(NN1C2=CC=C(S(=O)([O-])=O)C=C2)=C(/N=N/C3=CC=C(S(=O)([O-])=O)C=C3)C1=O.[Na+].[Na+].[Na+],non-carcinogenic
O=[N+](C1=CC2=CC=CN=C2C=C1)[O-],non-carcinogenic
C12C(=C(C=CC=1NC(C)=O)S(=O)(=O)[O-])C=C(C(=C2O)/N=N/C3=C4C(=C(C=C3)/N=N\C5=CC=C(C=C5)S(=O)(=O)[O-])C=CC(=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],non-carcinogenic
C1(=C2C(=CC=C1N)C=CC=C2)S(=O)(O)=O,non-carcinogenic
[Cl-].[Ba+2].[Cl-].O.O,non-carcinogenic
O=C(C1=CC(=C(C(=C1)O)O)O)OCCC,non-carcinogenic
CC1=CC2=CC=CN=C2C=C1,non-carcinogenic
NC(=O)NCCCC,non-carcinogenic
O=[N+]([O-])[O-].[Na+],non-carcinogenic
O=C([C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N)OC,non-carcinogenic
O=C([C@](C(C=C4OC)=C(C=C4OC)OC3)([H])[C@]3([H])O2)C(C=C5)=C2C1=C5O[C@@H]([C@@](C)=C)C1,non-carcinogenic
O=C([O-])C(C(/C(CC([O-])=O)=C([C@@H](CCC([O-])=O)[C@@H]5C)\N=C5/C=C4\[N-]\C(C(C=C)=C4C)=C3)=N2)=C(C)/C2=C/C1=C(CC)C(C)=C/3[N-]1.[Na+].[Na+].[Na+].[Cu+2],non-carcinogenic
C1(=C(C=CC=C1N)N).[H]Cl.[H]Cl,non-carcinogenic
C1(=C2/C(C3=CC(S(=O)(=O)[O-])=CC=C3N2)=O)/C(C4=CC(S(=O)(=O)[O-])=CC=C4N1)=O.[Na+].[Na+],non-carcinogenic
O=[N+](CCC)[O-],non-carcinogenic
O=[W](=O)([O-])[O-].[Na+].[Na+],non-carcinogenic
C1(=C(C)C2OC(CCC=2C(=C1OC(=O)C)C)(CCCC(CCCC(CCCC(C)C)C)C)C)C,non-carcinogenic
